,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
25,7473.0,409.0,0.0,8274.0,22.01,0.00021387519999996674,21.3503
26,7769.0,410.0,0.0,8273.0,22.01,0.0029418751999999667,21.3503
27,8064.0,407.0,0.0,8274.0,22.01,0.0,21.3503
28,8360.0,408.0,0.0,8274.0,22.01,0.0,21.3503
29,8656.0,409.0,0.0,8273.0,22.01,0.00021387519999996674,21.3503
30,8954.0,413.0,0.01,8274.0,22.01,0.011125875199999967,21.3503
31,9250.0,425.0,0.04,8274.0,22.01,0.04386187519999996,21.3503
32,9546.0,476.0,0.17,8274.0,22.01,0.18298987519999996,21.3503
33,9842.0,405.0,0.0,8273.0,22.01,0.0,21.3503
34,10138.0,405.0,0.0,8273.0,22.01,0.0,21.3503
35,10434.0,405.0,0.0,8273.0,21.98,0.0,21.3203
36,10730.0,405.0,0.0,8273.0,22.01,0.0,21.3503
37,11025.0,405.0,0.0,8273.0,21.98,0.0,21.3203
38,11321.0,407.0,0.0,8272.0,21.98,0.0,21.3203
39,11617.0,405.0,0.0,8272.0,21.98,0.0,21.3203
40,11913.0,405.0,0.0,8273.0,21.98,0.0,21.3203
41,12209.0,405.0,0.0,8272.0,21.98,0.0,21.3203
42,12505.0,405.0,0.0,8271.0,21.95,0.0,21.2903
43,12799.0,405.0,0.0,8272.0,21.91,0.0,21.2503
44,13095.0,405.0,0.0,8271.0,21.91,0.0,21.2503
45,13391.0,405.0,0.0,8271.0,21.91,0.0,21.2503
46,13687.0,405.0,0.0,8270.0,21.95,0.0,21.2903
47,13983.0,405.0,0.0,8271.0,21.91,0.0,21.2503
48,14279.0,405.0,0.0,8270.0,21.91,0.0,21.2503
49,14577.0,405.0,0.0,8270.0,21.91,0.0,21.2503
50,14873.0,405.0,0.0,8271.0,21.91,0.0,21.2503
51,15169.0,405.0,0.0,8270.0,21.91,0.0,21.2503
52,15465.0,405.0,0.0,8271.0,21.88,0.0,21.220299999999998
53,15763.0,405.0,0.0,8270.0,21.88,0.0,21.220299999999998
54,16059.0,405.0,0.0,8270.0,21.88,0.0,21.220299999999998
55,16355.0,410.0,0.0,8270.0,21.88,0.0029418751999999667,21.220299999999998
56,16651.0,414.0,0.01,8270.0,21.88,0.013853875199999966,21.220299999999998
57,16946.0,408.0,0.0,8270.0,21.88,0.0,21.220299999999998
58,17242.0,405.0,0.0,8270.0,21.88,0.0,21.220299999999998
59,17537.0,405.0,0.0,8270.0,21.85,0.0,21.1903
60,17833.0,405.0,0.0,8269.0,21.88,0.0,21.220299999999998
61,18129.0,405.0,0.0,8270.0,21.85,0.0,21.1903
62,18425.0,413.0,0.01,8269.0,21.88,0.011125875199999967,21.220299999999998
63,18721.0,405.0,0.0,8269.0,21.88,0.0,21.220299999999998
64,19017.0,405.0,0.0,8269.0,21.85,0.0,21.1903
65,19312.0,405.0,0.0,8269.0,21.88,0.0,21.220299999999998
66,19608.0,406.0,0.0,8269.0,21.88,0.0,21.220299999999998
67,19904.0,405.0,0.0,8269.0,21.88,0.0,21.220299999999998
68,20203.0,405.0,0.0,8269.0,21.85,0.0,21.1903
69,20499.0,405.0,0.0,8269.0,21.85,0.0,21.1903
70,20794.0,405.0,0.0,8268.0,21.85,0.0,21.1903
71,21090.0,405.0,0.0,8269.0,21.85,0.0,21.1903
72,21386.0,405.0,0.0,8269.0,21.85,0.0,21.1903
73,21682.0,405.0,0.0,8269.0,21.88,0.0,21.220299999999998
74,21978.0,405.0,0.0,8269.0,21.85,0.0,21.1903
75,22273.0,405.0,0.0,8268.0,21.81,0.0,21.150299999999998
76,22569.0,405.0,0.0,8268.0,21.85,0.0,21.1903
77,22864.0,405.0,0.0,8269.0,21.81,0.0,21.150299999999998
78,23160.0,412.0,0.01,8268.0,21.85,0.008397875199999967,21.1903
79,23456.0,416.0,0.02,8267.0,21.85,0.019309875199999965,21.1903
80,23752.0,409.0,0.0,8268.0,21.81,0.00021387519999996674,21.150299999999998
81,24048.0,410.0,0.0,8268.0,21.85,0.0029418751999999667,21.1903
82,24344.0,405.0,0.0,8267.0,21.85,0.0,21.1903
83,24640.0,405.0,0.0,8268.0,21.81,0.0,21.150299999999998
84,24936.0,408.0,0.0,8268.0,21.78,0.0,21.1203
85,25231.0,415.0,0.02,8268.0,21.81,0.016581875199999967,21.150299999999998
86,25527.0,417.0,0.02,8267.0,21.81,0.022037875199999966,21.150299999999998
87,25826.0,413.0,0.01,8267.0,21.81,0.011125875199999967,21.150299999999998
88,26122.0,405.0,0.0,8267.0,21.78,0.0,21.1203
89,26418.0,405.0,0.0,8268.0,21.81,0.0,21.150299999999998
90,26714.0,405.0,0.0,8268.0,21.78,0.0,21.1203
91,27008.0,405.0,0.0,8267.0,21.78,0.0,21.1203
