,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
25,7539.0,421.0,0.03,8260.0,21.58,0.0,21.3939
26,7838.0,414.0,0.01,8261.0,21.58,0.0,21.3939
27,8136.0,420.0,0.03,8260.0,21.58,0.0,21.3939
28,8434.0,424.0,0.04,8261.0,21.58,0.0,21.3939
29,8733.0,422.0,0.03,8261.0,21.58,0.0,21.3939
30,9031.0,418.0,0.02,8261.0,21.58,0.0,21.3939
31,9330.0,421.0,0.03,8260.0,21.58,0.0,21.3939
32,9628.0,422.0,0.04,8260.0,21.58,0.0,21.3939
33,9926.0,425.0,0.04,8260.0,21.54,0.0,21.3539
34,10225.0,421.0,0.03,8261.0,21.58,0.0,21.3939
35,10525.0,424.0,0.04,8260.0,21.58,0.0,21.3939
36,10826.0,423.0,0.04,8260.0,21.58,0.0,21.3939
37,11125.0,428.0,0.05,8260.0,21.58,0.0,21.3939
38,11423.0,428.0,0.05,8260.0,21.54,0.0,21.3539
39,11721.0,445.0,0.09,8260.0,21.54,0.012821819899999946,21.3539
40,12020.0,431.0,0.06,8260.0,21.58,0.0,21.3939
41,12318.0,591.0,0.46,8259.0,21.54,0.4918478199,21.3539
42,12617.0,724.0,0.79,8259.0,21.58,0.9282208198999999,21.3939
43,12915.0,405.0,0.0,8260.0,21.58,0.0,21.3939
44,13213.0,474.0,0.16,8260.0,21.51,0.10797081989999995,21.323900000000002
45,13512.0,436.0,0.07,8259.0,21.54,0.0,21.3539
46,13810.0,427.0,0.05,8259.0,21.51,0.0,21.323900000000002
47,14109.0,432.0,0.06,8259.0,21.54,0.0,21.3539
48,14407.0,418.0,0.02,8258.0,21.51,0.0,21.323900000000002
49,14705.0,418.0,0.02,8258.0,21.47,0.0,21.2839
50,15004.0,405.0,0.0,8258.0,21.47,0.0,21.2839
51,15302.0,421.0,0.03,8258.0,21.47,0.0,21.2839
52,15600.0,405.0,0.0,8257.0,21.47,0.0,21.2839
53,15899.0,405.0,0.0,8257.0,21.44,0.0,21.2539
54,16197.0,405.0,0.0,8256.0,21.44,0.0,21.2539
55,16498.0,405.0,0.0,8256.0,21.41,0.0,21.2239
56,16796.0,416.0,0.02,8256.0,21.44,0.0,21.2539
57,17095.0,424.0,0.04,8255.0,21.41,0.0,21.2239
58,17393.0,409.0,0.0,8255.0,21.41,0.0,21.2239
59,17691.0,420.0,0.03,8255.0,21.37,0.0,21.1839
60,17990.0,416.0,0.02,8255.0,21.37,0.0,21.1839
61,18288.0,423.0,0.04,8254.0,21.37,0.0,21.1839
62,18587.0,418.0,0.02,8254.0,21.37,0.0,21.1839
63,18885.0,421.0,0.03,8254.0,21.37,0.0,21.1839
64,19183.0,419.0,0.03,8254.0,21.34,0.0,21.1539
65,19484.0,420.0,0.03,8254.0,21.34,0.0,21.1539
66,19782.0,422.0,0.03,8253.0,21.34,0.0,21.1539
67,20081.0,451.0,0.11,8253.0,21.31,0.03250781989999995,21.1239
68,20379.0,405.0,0.0,8253.0,21.31,0.0,21.1239
69,20677.0,406.0,0.0,8252.0,21.31,0.0,21.1239
70,20975.0,408.0,0.0,8252.0,21.31,0.0,21.1239
71,21274.0,467.0,0.15,8253.0,21.27,0.08500381989999994,21.0839
72,21572.0,436.0,0.07,8252.0,21.27,0.0,21.0839
73,21870.0,405.0,0.0,8252.0,21.24,0.0,21.0539
74,22172.0,405.0,0.0,8251.0,21.24,0.0,21.0539
75,22470.0,447.0,0.1,8250.0,21.2,0.019383819899999946,21.0139
76,22768.0,432.0,0.06,8250.0,21.24,0.0,21.0539
77,23067.0,418.0,0.02,8250.0,21.2,0.0,21.0139
78,23365.0,423.0,0.04,8250.0,21.2,0.0,21.0139
79,23663.0,461.0,0.13,8249.0,21.17,0.06531781989999995,20.983900000000002
80,23962.0,458.0,0.12,8248.0,21.17,0.055474819899999944,20.983900000000002
81,24260.0,470.0,0.15,8248.0,21.14,0.09484681989999995,20.9539
82,24558.0,552.0,0.36,8248.0,21.14,0.36388881989999994,20.9539
83,24857.0,533.0,0.31,8247.0,21.1,0.30154981989999996,20.9139
84,25155.0,525.0,0.29,8246.0,21.1,0.27530181989999997,20.9139
85,25453.0,536.0,0.32,8246.0,21.1,0.31139281989999995,20.9139
86,25752.0,473.0,0.16,8246.0,21.07,0.10468981989999995,20.8839
87,26050.0,489.0,0.2,8246.0,21.07,0.15718581989999994,20.8839
88,26349.0,406.0,0.0,8245.0,21.07,0.0,20.8839
89,26647.0,454.0,0.11,8244.0,21.0,0.04235081989999995,20.8139
90,26945.0,481.0,0.18,8244.0,21.0,0.13093781989999995,20.8139
91,27244.0,452.0,0.11,8243.0,20.97,0.03578881989999995,20.7839
