,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
9,2780.0,405.0,0.0,8254.0,21.37,0.0,21.1839
10,3083.0,426.0,0.04,8254.0,21.37,0.0,21.1839
11,3383.0,426.0,0.04,8254.0,21.37,0.0,21.1839
12,3684.0,426.0,0.04,8255.0,21.37,0.0,21.1839
13,3984.0,405.0,0.0,8254.0,21.37,0.0,21.1839
14,4284.0,479.0,0.18,8256.0,21.37,0.12437581989999995,21.1839
15,4585.0,405.0,0.0,8255.0,21.37,0.0,21.1839
16,4885.0,405.0,0.0,8255.0,21.37,0.0,21.1839
17,5185.0,405.0,0.0,8254.0,21.37,0.0,21.1839
18,5485.0,405.0,0.0,8255.0,21.37,0.0,21.1839
19,5786.0,405.0,0.0,8254.0,21.37,0.0,21.1839
20,6089.0,407.0,0.0,8254.0,21.34,0.0,21.1539
21,6389.0,435.0,0.07,8254.0,21.37,0.0,21.1839
22,6690.0,534.0,0.31,8254.0,21.34,0.30483081989999994,21.1539
23,6996.0,488.0,0.2,8254.0,21.34,0.15390481989999996,21.1539
24,7297.0,405.0,0.0,8254.0,21.34,0.0,21.1539
25,7597.0,417.0,0.02,8253.0,21.31,0.0,21.1239
26,7898.0,424.0,0.04,8254.0,21.31,0.0,21.1239
27,8198.0,426.0,0.04,8253.0,21.31,0.0,21.1239
28,8498.0,417.0,0.02,8253.0,21.31,0.0,21.1239
29,8799.0,412.0,0.01,8253.0,21.27,0.0,21.0839
30,9100.0,427.0,0.05,8252.0,21.27,0.0,21.0839
31,9400.0,429.0,0.05,8252.0,21.24,0.0,21.0539
32,9701.0,424.0,0.04,8252.0,21.27,0.0,21.0839
33,10001.0,410.0,0.0,8252.0,21.27,0.0,21.0839
34,10302.0,421.0,0.03,8251.0,21.27,0.0,21.0839
35,10603.0,462.0,0.13,8251.0,21.24,0.06859881989999994,21.0539
36,10903.0,426.0,0.04,8250.0,21.24,0.0,21.0539
37,11204.0,422.0,0.03,8250.0,21.24,0.0,21.0539
38,11504.0,431.0,0.05,8251.0,21.24,0.0,21.0539
39,11808.0,455.0,0.12,8249.0,21.2,0.04563181989999995,21.0139
40,12110.0,410.0,0.0,8250.0,21.2,0.0,21.0139
41,12411.0,432.0,0.06,8248.0,21.17,0.0,20.983900000000002
42,12713.0,424.0,0.04,8249.0,21.17,0.0,20.983900000000002
43,13013.0,417.0,0.02,8248.0,21.17,0.0,20.983900000000002
44,13314.0,435.0,0.07,8248.0,21.14,0.0,20.9539
45,13614.0,429.0,0.05,8247.0,21.1,0.0,20.9139
46,13915.0,413.0,0.01,8247.0,21.07,0.0,20.8839
47,14216.0,420.0,0.03,8247.0,21.1,0.0,20.9139
48,14516.0,423.0,0.04,8247.0,21.07,0.0,20.8839
49,14817.0,420.0,0.03,8246.0,21.1,0.0,20.9139
50,15118.0,426.0,0.04,8246.0,21.07,0.0,20.8839
51,15418.0,423.0,0.04,8246.0,21.07,0.0,20.8839
52,15719.0,421.0,0.03,8245.0,21.07,0.0,20.8839
53,16019.0,422.0,0.03,8245.0,21.07,0.0,20.8839
54,16320.0,420.0,0.03,8246.0,21.03,0.0,20.8439
55,16621.0,416.0,0.02,8245.0,21.07,0.0,20.8839
56,16921.0,423.0,0.04,8245.0,21.03,0.0,20.8439
57,17222.0,422.0,0.03,8245.0,21.03,0.0,20.8439
58,17525.0,416.0,0.02,8244.0,21.03,0.0,20.8439
59,17826.0,421.0,0.03,8245.0,21.03,0.0,20.8439
60,18126.0,418.0,0.02,8244.0,21.03,0.0,20.8439
61,18427.0,418.0,0.02,8245.0,21.03,0.0,20.8439
62,18728.0,420.0,0.03,8244.0,21.0,0.0,20.8139
63,19029.0,420.0,0.03,8244.0,21.0,0.0,20.8139
64,19329.0,405.0,0.0,8244.0,21.0,0.0,20.8139
65,19630.0,409.0,0.0,8244.0,21.0,0.0,20.8139
66,19930.0,415.0,0.02,8243.0,20.97,0.0,20.7839
67,20231.0,421.0,0.03,8244.0,21.0,0.0,20.8139
68,20531.0,422.0,0.03,8243.0,20.97,0.0,20.7839
69,20831.0,428.0,0.05,8243.0,21.0,0.0,20.8139
70,21132.0,423.0,0.04,8243.0,21.0,0.0,20.8139
71,21434.0,424.0,0.04,8243.0,20.97,0.0,20.7839
72,21735.0,422.0,0.03,8243.0,20.97,0.0,20.7839
73,22035.0,416.0,0.02,8243.0,20.97,0.0,20.7839
74,22336.0,425.0,0.04,8243.0,20.93,0.0,20.7439
75,22636.0,424.0,0.04,8243.0,20.97,0.0,20.7839
