,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
17,5179.0,405.0,0.0,8292.0,22.62,0.0,21.2149
18,5479.0,405.0,0.0,8292.0,22.62,0.0,21.2149
19,5778.0,405.0,0.0,8292.0,22.66,0.0,21.2549
20,6078.0,405.0,0.0,8292.0,22.62,0.0,21.2149
21,6378.0,405.0,0.0,8292.0,22.62,0.0,21.2149
22,6681.0,405.0,0.0,8292.0,22.62,0.0,21.2149
23,6980.0,405.0,0.0,8292.0,22.66,0.0,21.2549
24,7280.0,405.0,0.0,8292.0,22.66,0.0,21.2549
25,7580.0,405.0,0.0,8293.0,22.66,0.0,21.2549
26,7880.0,405.0,0.0,8292.0,22.66,0.0,21.2549
27,8180.0,405.0,0.0,8293.0,22.66,0.0,21.2549
28,8480.0,405.0,0.0,8292.0,22.66,0.0,21.2549
29,8779.0,405.0,0.0,8292.0,22.66,0.0,21.2549
30,9079.0,405.0,0.0,8292.0,22.66,0.0,21.2549
31,9379.0,405.0,0.0,8293.0,22.62,0.0,21.2149
32,9679.0,405.0,0.0,8292.0,22.62,0.0,21.2149
33,9979.0,405.0,0.0,8294.0,22.66,0.0,21.2549
34,10278.0,405.0,0.0,8293.0,22.66,0.0,21.2549
35,10578.0,405.0,0.0,8293.0,22.66,0.0,21.2549
36,10878.0,405.0,0.0,8292.0,22.66,0.0,21.2549
37,11178.0,405.0,0.0,8292.0,22.66,0.0,21.2549
38,11477.0,405.0,0.0,8293.0,22.66,0.0,21.2549
39,11777.0,405.0,0.0,8293.0,22.66,0.0,21.2549
40,12078.0,405.0,0.0,8294.0,22.66,0.0,21.2549
41,12381.0,405.0,0.0,8293.0,22.66,0.0,21.2549
42,12680.0,405.0,0.0,8293.0,22.66,0.0,21.2549
43,12980.0,405.0,0.0,8293.0,22.66,0.0,21.2549
44,13280.0,405.0,0.0,8293.0,22.69,0.0,21.2849
45,13580.0,405.0,0.0,8293.0,22.69,0.0,21.2849
46,13880.0,405.0,0.0,8293.0,22.69,0.0,21.2849
47,14179.0,405.0,0.0,8294.0,22.69,0.0,21.2849
48,14479.0,405.0,0.0,8295.0,22.69,0.0,21.2849
49,14779.0,405.0,0.0,8294.0,22.69,0.0,21.2849
50,15079.0,405.0,0.0,8293.0,22.69,0.0,21.2849
51,15379.0,405.0,0.0,8294.0,22.66,0.0,21.2549
52,15678.0,405.0,0.0,8294.0,22.69,0.0,21.2849
53,15978.0,405.0,0.0,8293.0,22.69,0.0,21.2849
54,16278.0,405.0,0.0,8293.0,22.69,0.0,21.2849
55,16578.0,405.0,0.0,8293.0,22.69,0.0,21.2849
56,16878.0,405.0,0.0,8295.0,22.69,0.0,21.2849
57,17177.0,405.0,0.0,8294.0,22.69,0.0,21.2849
58,17477.0,405.0,0.0,8294.0,22.69,0.0,21.2849
59,17777.0,405.0,0.0,8294.0,22.69,0.0,21.2849
60,18080.0,405.0,0.0,8294.0,22.69,0.0,21.2849
61,18380.0,405.0,0.0,8294.0,22.69,0.0,21.2849
62,18680.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
63,18980.0,405.0,0.0,8293.0,22.72,0.0,21.314899999999998
64,19280.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
65,19580.0,405.0,0.0,8294.0,22.69,0.0,21.2849
66,19880.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
67,20179.0,405.0,0.0,8294.0,22.69,0.0,21.2849
68,20479.0,405.0,0.0,8294.0,22.69,0.0,21.2849
69,20779.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
70,21080.0,405.0,0.0,8294.0,22.69,0.0,21.2849
71,21380.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
72,21679.0,405.0,0.0,8294.0,22.69,0.0,21.2849
73,21979.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
74,22279.0,405.0,0.0,8294.0,22.69,0.0,21.2849
75,22579.0,405.0,0.0,8294.0,22.69,0.0,21.2849
76,22879.0,405.0,0.0,8295.0,22.69,0.0,21.2849
77,23178.0,405.0,0.0,8294.0,22.69,0.0,21.2849
78,23478.0,405.0,0.0,8294.0,22.69,0.0,21.2849
79,23781.0,405.0,0.0,8295.0,22.69,0.0,21.2849
80,24081.0,405.0,0.0,8295.0,22.72,0.0,21.314899999999998
81,24380.0,405.0,0.0,8295.0,22.69,0.0,21.2849
82,24680.0,405.0,0.0,8295.0,22.72,0.0,21.314899999999998
83,24980.0,405.0,0.0,8294.0,22.72,0.0,21.314899999999998
