,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
17,5174.0,405.0,0.0,8296.0,22.76,0.0,21.3549
18,5474.0,405.0,0.0,8296.0,22.76,0.0,21.3549
19,5774.0,405.0,0.0,8297.0,22.79,0.0,21.3849
20,6074.0,405.0,0.0,8297.0,22.79,0.0,21.3849
21,6376.0,405.0,0.0,8297.0,22.79,0.0,21.3849
22,6676.0,405.0,0.0,8297.0,22.76,0.0,21.3549
23,6976.0,405.0,0.0,8296.0,22.79,0.0,21.3849
24,7276.0,405.0,0.0,8297.0,22.76,0.0,21.3549
25,7575.0,405.0,0.0,8297.0,22.79,0.0,21.3849
26,7875.0,405.0,0.0,8297.0,22.79,0.0,21.3849
27,8175.0,405.0,0.0,8297.0,22.76,0.0,21.3549
28,8475.0,405.0,0.0,8297.0,22.79,0.0,21.3849
29,8774.0,405.0,0.0,8296.0,22.79,0.0,21.3849
30,9074.0,405.0,0.0,8297.0,22.79,0.0,21.3849
31,9374.0,405.0,0.0,8297.0,22.79,0.0,21.3849
32,9673.0,405.0,0.0,8297.0,22.79,0.0,21.3849
33,9973.0,405.0,0.0,8297.0,22.79,0.0,21.3849
34,10273.0,405.0,0.0,8297.0,22.79,0.0,21.3849
35,10572.0,405.0,0.0,8297.0,22.79,0.0,21.3849
36,10872.0,405.0,0.0,8297.0,22.79,0.0,21.3849
37,11172.0,405.0,0.0,8297.0,22.79,0.0,21.3849
38,11471.0,405.0,0.0,8297.0,22.79,0.0,21.3849
39,11771.0,405.0,0.0,8297.0,22.83,0.0,21.424899999999997
40,12074.0,405.0,0.0,8297.0,22.83,0.0,21.424899999999997
41,12373.0,405.0,0.0,8297.0,22.79,0.0,21.3849
42,12673.0,405.0,0.0,8297.0,22.79,0.0,21.3849
43,12972.0,405.0,0.0,8297.0,22.83,0.0,21.424899999999997
44,13273.0,405.0,0.0,8298.0,22.79,0.0,21.3849
45,13573.0,405.0,0.0,8297.0,22.83,0.0,21.424899999999997
46,13873.0,405.0,0.0,8298.0,22.83,0.0,21.424899999999997
47,14172.0,405.0,0.0,8298.0,22.83,0.0,21.424899999999997
48,14472.0,405.0,0.0,8298.0,22.83,0.0,21.424899999999997
49,14772.0,405.0,0.0,8298.0,22.86,0.0,21.4549
50,15072.0,405.0,0.0,8299.0,22.83,0.0,21.424899999999997
51,15371.0,405.0,0.0,8298.0,22.83,0.0,21.424899999999997
52,15671.0,405.0,0.0,8299.0,22.86,0.0,21.4549
53,15971.0,405.0,0.0,8299.0,22.83,0.0,21.424899999999997
54,16271.0,405.0,0.0,8299.0,22.83,0.0,21.424899999999997
55,16570.0,405.0,0.0,8299.0,22.86,0.0,21.4549
56,16870.0,405.0,0.0,8299.0,22.86,0.0,21.4549
57,17170.0,405.0,0.0,8299.0,22.86,0.0,21.4549
58,17470.0,405.0,0.0,8299.0,22.89,0.0,21.4849
59,17773.0,405.0,0.0,8299.0,22.86,0.0,21.4549
60,18072.0,405.0,0.0,8299.0,22.89,0.0,21.4849
61,18372.0,405.0,0.0,8299.0,22.89,0.0,21.4849
62,18672.0,405.0,0.0,8300.0,22.89,0.0,21.4849
63,18972.0,405.0,0.0,8300.0,22.89,0.0,21.4849
64,19272.0,405.0,0.0,8300.0,22.89,0.0,21.4849
65,19571.0,405.0,0.0,8300.0,22.93,0.0,21.5249
66,19871.0,405.0,0.0,8301.0,22.93,0.0,21.5249
67,20171.0,405.0,0.0,8301.0,22.93,0.0,21.5249
68,20471.0,405.0,0.0,8300.0,22.96,0.0,21.5549
69,20770.0,405.0,0.0,8301.0,22.93,0.0,21.5249
70,21070.0,405.0,0.0,8301.0,22.96,0.0,21.5549
71,21370.0,405.0,0.0,8302.0,22.96,0.0,21.5549
72,21669.0,405.0,0.0,8302.0,22.96,0.0,21.5549
73,21969.0,405.0,0.0,8301.0,22.96,0.0,21.5549
74,22269.0,405.0,0.0,8302.0,22.96,0.0,21.5549
75,22568.0,405.0,0.0,8303.0,23.0,0.0,21.5949
76,22868.0,405.0,0.0,8303.0,23.0,0.0,21.5949
77,23168.0,405.0,0.0,8303.0,23.0,0.0,21.5949
78,23472.0,405.0,0.0,8303.0,23.0,0.0,21.5949
79,23772.0,405.0,0.0,8303.0,23.03,0.0,21.6249
80,24071.0,405.0,0.0,8304.0,23.0,0.0,21.5949
81,24371.0,405.0,0.0,8304.0,23.03,0.0,21.6249
82,24671.0,405.0,0.0,8304.0,23.03,0.0,21.6249
83,24971.0,405.0,0.0,8304.0,23.06,0.0,21.654899999999998
