,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
17,5152.0,417.0,0.02,8260.0,21.54,0.0,21.3539
18,5450.0,423.0,0.04,8259.0,21.54,0.0,21.3539
19,5748.0,432.0,0.06,8260.0,21.54,0.0,21.3539
20,6047.0,431.0,0.06,8259.0,21.54,0.0,21.3539
21,6345.0,421.0,0.03,8260.0,21.54,0.0,21.3539
22,6643.0,414.0,0.01,8260.0,21.54,0.0,21.3539
23,6942.0,426.0,0.04,8260.0,21.54,0.0,21.3539
24,7240.0,406.0,0.0,8260.0,21.54,0.0,21.3539
25,7538.0,429.0,0.05,8260.0,21.58,0.0,21.3939
26,7837.0,421.0,0.03,8260.0,21.54,0.0,21.3539
27,8135.0,422.0,0.03,8260.0,21.54,0.0,21.3539
28,8433.0,405.0,0.0,8260.0,21.58,0.0,21.3939
29,8732.0,407.0,0.0,8261.0,21.58,0.0,21.3939
30,9030.0,412.0,0.01,8260.0,21.58,0.0,21.3939
31,9328.0,405.0,0.0,8261.0,21.54,0.0,21.3539
32,9627.0,425.0,0.04,8260.0,21.54,0.0,21.3539
33,9927.0,416.0,0.02,8260.0,21.58,0.0,21.3939
34,10225.0,418.0,0.02,8261.0,21.54,0.0,21.3539
35,10526.0,405.0,0.0,8260.0,21.58,0.0,21.3939
36,10825.0,405.0,0.0,8261.0,21.58,0.0,21.3939
37,11123.0,447.0,0.1,8261.0,21.58,0.019383819899999946,21.3939
38,11421.0,426.0,0.04,8261.0,21.58,0.0,21.3939
39,11720.0,428.0,0.05,8261.0,21.58,0.0,21.3939
40,12018.0,405.0,0.0,8261.0,21.54,0.0,21.3539
41,12317.0,405.0,0.0,8261.0,21.58,0.0,21.3939
42,12615.0,405.0,0.0,8262.0,21.61,0.0,21.4239
43,12913.0,405.0,0.0,8261.0,21.58,0.0,21.3939
44,13212.0,405.0,0.0,8261.0,21.58,0.0,21.3939
45,13510.0,405.0,0.0,8261.0,21.61,0.0,21.4239
46,13808.0,405.0,0.0,8262.0,21.61,0.0,21.4239
47,14106.0,405.0,0.0,8262.0,21.61,0.0,21.4239
48,14405.0,405.0,0.0,8262.0,21.61,0.0,21.4239
49,14703.0,405.0,0.0,8262.0,21.61,0.0,21.4239
50,15001.0,405.0,0.0,8262.0,21.61,0.0,21.4239
51,15300.0,405.0,0.0,8262.0,21.61,0.0,21.4239
52,15598.0,405.0,0.0,8263.0,21.61,0.0,21.4239
53,15896.0,405.0,0.0,8262.0,21.61,0.0,21.4239
54,16197.0,405.0,0.0,8262.0,21.64,0.0,21.4539
55,16496.0,405.0,0.0,8262.0,21.61,0.0,21.4239
56,16794.0,405.0,0.0,8262.0,21.64,0.0,21.4539
57,17092.0,405.0,0.0,8262.0,21.61,0.0,21.4239
58,17390.0,405.0,0.0,8263.0,21.64,0.0,21.4539
59,17689.0,405.0,0.0,8263.0,21.64,0.0,21.4539
60,17987.0,405.0,0.0,8263.0,21.64,0.0,21.4539
61,18285.0,405.0,0.0,8263.0,21.64,0.0,21.4539
62,18584.0,405.0,0.0,8263.0,21.64,0.0,21.4539
63,18884.0,405.0,0.0,8263.0,21.64,0.0,21.4539
64,19182.0,405.0,0.0,8263.0,21.64,0.0,21.4539
65,19480.0,405.0,0.0,8263.0,21.68,0.0,21.4939
66,19779.0,405.0,0.0,8263.0,21.68,0.0,21.4939
67,20077.0,405.0,0.0,8263.0,21.64,0.0,21.4539
68,20375.0,405.0,0.0,8264.0,21.68,0.0,21.4939
69,20674.0,405.0,0.0,8264.0,21.64,0.0,21.4539
70,20972.0,405.0,0.0,8263.0,21.64,0.0,21.4539
71,21270.0,423.0,0.04,8264.0,21.68,0.0,21.4939
72,21569.0,405.0,0.0,8264.0,21.68,0.0,21.4939
73,21870.0,405.0,0.0,8263.0,21.64,0.0,21.4539
74,22168.0,405.0,0.0,8263.0,21.64,0.0,21.4539
75,22466.0,405.0,0.0,8263.0,21.68,0.0,21.4939
76,22764.0,405.0,0.0,8263.0,21.64,0.0,21.4539
77,23063.0,405.0,0.0,8263.0,21.64,0.0,21.4539
78,23361.0,409.0,0.0,8263.0,21.64,0.0,21.4539
79,23659.0,410.0,0.0,8263.0,21.64,0.0,21.4539
80,23958.0,417.0,0.02,8263.0,21.61,0.0,21.4239
81,24256.0,425.0,0.04,8264.0,21.64,0.0,21.4539
82,24554.0,413.0,0.01,8262.0,21.64,0.0,21.4539
83,24853.0,405.0,0.0,8263.0,21.64,0.0,21.4539
