,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
20,6036.0,408.0,0.0,8274.0,21.98,0.0,21.3203
21,6334.0,415.0,0.02,8273.0,21.98,0.016581875199999967,21.3203
22,6632.0,416.0,0.02,8273.0,21.98,0.019309875199999965,21.3203
23,6930.0,421.0,0.03,8273.0,22.01,0.032949875199999965,21.3503
24,7228.0,408.0,0.0,8273.0,22.01,0.0,21.3503
25,7526.0,418.0,0.02,8273.0,22.01,0.024765875199999968,21.3503
26,7824.0,411.0,0.01,8273.0,21.98,0.005669875199999967,21.3203
27,8125.0,416.0,0.02,8273.0,22.01,0.019309875199999965,21.3503
28,8423.0,405.0,0.0,8274.0,21.98,0.0,21.3203
29,8721.0,405.0,0.0,8273.0,22.01,0.0,21.3503
30,9018.0,405.0,0.0,8273.0,22.01,0.0,21.3503
31,9316.0,405.0,0.0,8273.0,22.01,0.0,21.3503
32,9614.0,405.0,0.0,8273.0,21.98,0.0,21.3203
33,9912.0,405.0,0.0,8274.0,22.01,0.0,21.3503
34,10210.0,405.0,0.0,8273.0,22.01,0.0,21.3503
35,10508.0,405.0,0.0,8274.0,22.01,0.0,21.3503
36,10806.0,405.0,0.0,8274.0,22.01,0.0,21.3503
37,11104.0,405.0,0.0,8274.0,22.01,0.0,21.3503
38,11401.0,405.0,0.0,8274.0,21.98,0.0,21.3203
39,11699.0,405.0,0.0,8274.0,21.98,0.0,21.3203
40,11997.0,405.0,0.0,8274.0,22.01,0.0,21.3503
41,12295.0,405.0,0.0,8273.0,22.01,0.0,21.3503
42,12593.0,405.0,0.0,8273.0,22.01,0.0,21.3503
43,12891.0,405.0,0.0,8274.0,22.01,0.0,21.3503
44,13189.0,405.0,0.0,8273.0,22.01,0.0,21.3503
45,13487.0,405.0,0.0,8274.0,22.01,0.0,21.3503
46,13787.0,405.0,0.0,8273.0,22.01,0.0,21.3503
47,14085.0,405.0,0.0,8274.0,22.01,0.0,21.3503
48,14383.0,405.0,0.0,8274.0,22.01,0.0,21.3503
49,14681.0,405.0,0.0,8274.0,22.01,0.0,21.3503
50,14979.0,405.0,0.0,8274.0,22.05,0.0,21.3903
51,15276.0,405.0,0.0,8274.0,22.01,0.0,21.3503
52,15574.0,405.0,0.0,8273.0,22.01,0.0,21.3503
53,15872.0,405.0,0.0,8274.0,22.01,0.0,21.3503
54,16170.0,405.0,0.0,8274.0,21.98,0.0,21.3203
55,16468.0,405.0,0.0,8274.0,22.01,0.0,21.3503
56,16765.0,405.0,0.0,8274.0,21.98,0.0,21.3203
57,17063.0,405.0,0.0,8274.0,22.01,0.0,21.3503
58,17361.0,405.0,0.0,8274.0,22.01,0.0,21.3503
59,17659.0,405.0,0.0,8274.0,22.01,0.0,21.3503
60,17957.0,405.0,0.0,8274.0,22.01,0.0,21.3503
61,18255.0,405.0,0.0,8274.0,22.01,0.0,21.3503
62,18553.0,405.0,0.0,8274.0,22.01,0.0,21.3503
63,18851.0,405.0,0.0,8274.0,22.01,0.0,21.3503
64,19149.0,405.0,0.0,8274.0,22.01,0.0,21.3503
65,19449.0,405.0,0.0,8273.0,22.01,0.0,21.3503
66,19747.0,405.0,0.0,8274.0,22.01,0.0,21.3503
67,20045.0,405.0,0.0,8274.0,22.01,0.0,21.3503
68,20343.0,405.0,0.0,8274.0,22.01,0.0,21.3503
69,20641.0,405.0,0.0,8274.0,22.01,0.0,21.3503
70,20939.0,405.0,0.0,8273.0,21.98,0.0,21.3203
71,21237.0,405.0,0.0,8274.0,22.05,0.0,21.3903
72,21535.0,405.0,0.0,8274.0,22.01,0.0,21.3503
73,21833.0,405.0,0.0,8274.0,22.01,0.0,21.3503
74,22131.0,405.0,0.0,8274.0,22.01,0.0,21.3503
75,22428.0,405.0,0.0,8273.0,22.01,0.0,21.3503
76,22726.0,405.0,0.0,8274.0,22.01,0.0,21.3503
77,23024.0,405.0,0.0,8274.0,22.01,0.0,21.3503
78,23322.0,405.0,0.0,8274.0,22.01,0.0,21.3503
79,23620.0,416.0,0.02,8273.0,21.98,0.019309875199999965,21.3203
80,23918.0,412.0,0.01,8274.0,22.01,0.008397875199999967,21.3503
81,24216.0,407.0,0.0,8274.0,22.01,0.0,21.3503
82,24514.0,406.0,0.0,8274.0,22.01,0.0,21.3503
83,24812.0,406.0,0.0,8274.0,22.01,0.0,21.3503
84,25112.0,407.0,0.0,8274.0,21.98,0.0,21.3203
85,25410.0,408.0,0.0,8273.0,22.01,0.0,21.3503
86,25708.0,409.0,0.0,8274.0,21.98,0.00021387519999996674,21.3203
