,Time,Wind Raw,Wind m/s,RTD Raw,RTD DegC,Wind m/s Scaled,RTD DegC Scaled
15,4548.0,416.0,0.02,8275.0,22.05,0.019309875199999965,21.3903
16,4846.0,440.0,0.08,8275.0,22.08,0.08478187519999997,21.420299999999997
17,5144.0,521.0,0.28,8275.0,22.05,0.30574987519999997,21.3903
18,5442.0,544.0,0.34,8275.0,22.01,0.3684938752,21.3503
19,5740.0,574.0,0.42,8274.0,22.05,0.45033387519999996,21.3903
20,6038.0,508.0,0.25,8274.0,22.05,0.27028587519999997,21.3903
21,6336.0,549.0,0.35,8274.0,22.05,0.3821338752,21.3903
22,6634.0,503.0,0.24,8274.0,22.05,0.2566458752,21.3903
23,6932.0,502.0,0.23,8274.0,22.01,0.2539178752,21.3503
24,7230.0,495.0,0.22,8273.0,21.98,0.23482187519999997,21.3203
25,7531.0,529.0,0.3,8273.0,21.95,0.3275738752,21.2903
26,7829.0,558.0,0.38,8272.0,21.95,0.40668587519999994,21.2903
27,8127.0,541.0,0.33,8272.0,21.91,0.36030987519999996,21.2503
28,8425.0,537.0,0.32,8272.0,21.91,0.3493978752,21.2503
29,8723.0,554.0,0.37,8270.0,21.88,0.39577387519999996,21.220299999999998
30,9021.0,569.0,0.4,8270.0,21.88,0.43669387519999997,21.220299999999998
31,9319.0,492.0,0.21,8269.0,21.81,0.22663787519999995,21.150299999999998
32,9617.0,523.0,0.29,8267.0,21.81,0.3112058752,21.150299999999998
33,9915.0,431.0,0.06,8268.0,21.78,0.06022987519999996,21.1203
34,10213.0,465.0,0.14,8266.0,21.74,0.15298187519999995,21.080299999999998
35,10511.0,458.0,0.12,8265.0,21.71,0.13388587519999998,21.0503
36,10809.0,458.0,0.12,8264.0,21.68,0.13388587519999998,21.0203
37,11107.0,533.0,0.31,8264.0,21.68,0.33848587519999995,21.0203
38,11405.0,407.0,0.0,8262.0,21.64,0.0,20.9803
39,11703.0,452.0,0.11,8261.0,21.58,0.11751787519999997,20.920299999999997
40,12001.0,504.0,0.24,8260.0,21.58,0.25937387519999994,20.920299999999997
41,12299.0,470.0,0.15,8259.0,21.51,0.16662187519999996,20.8503
42,12597.0,480.0,0.18,8258.0,21.47,0.19390187519999996,20.810299999999998
43,12895.0,508.0,0.25,8258.0,21.44,0.27028587519999997,20.7803
44,13196.0,469.0,0.15,8256.0,21.41,0.16389387519999996,20.7503
45,13494.0,427.0,0.05,8255.0,21.37,0.049317875199999965,20.7103
46,13792.0,434.0,0.06,8254.0,21.37,0.06841387519999996,20.7103
47,14090.0,405.0,0.0,8253.0,21.27,0.0,20.6103
48,14388.0,407.0,0.0,8252.0,21.27,0.0,20.6103
49,14686.0,405.0,0.0,8251.0,21.2,0.0,20.5403
50,14984.0,405.0,0.0,8250.0,21.2,0.0,20.5403
51,15282.0,415.0,0.02,8249.0,21.2,0.016581875199999967,20.5403
52,15580.0,424.0,0.04,8249.0,21.17,0.04113387519999997,20.5103
53,15878.0,405.0,0.0,8248.0,21.14,0.0,20.4803
54,16176.0,405.0,0.0,8247.0,21.1,0.0,20.4403
55,16474.0,405.0,0.0,8246.0,21.07,0.0,20.4103
56,16772.0,405.0,0.0,8245.0,21.03,0.0,20.3703
57,17070.0,405.0,0.0,8245.0,21.0,0.0,20.3403
58,17368.0,410.0,0.0,8244.0,21.0,0.0029418751999999667,20.3403
59,17665.0,405.0,0.0,8243.0,21.0,0.0,20.3403
60,17963.0,405.0,0.0,8242.0,20.93,0.0,20.2703
61,18261.0,405.0,0.0,8241.0,20.93,0.0,20.2703
62,18559.0,405.0,0.0,8241.0,20.9,0.0,20.240299999999998
63,18859.0,405.0,0.0,8240.0,20.87,0.0,20.2103
64,19160.0,405.0,0.0,8240.0,20.87,0.0,20.2103
65,19457.0,405.0,0.0,8240.0,20.83,0.0,20.170299999999997
66,19755.0,405.0,0.0,8239.0,20.83,0.0,20.170299999999997
67,20053.0,405.0,0.0,8239.0,20.8,0.0,20.1403
68,20351.0,405.0,0.0,8237.0,20.8,0.0,20.1403
69,20649.0,407.0,0.0,8237.0,20.76,0.0,20.1003
70,20947.0,405.0,0.0,8237.0,20.76,0.0,20.1003
71,21245.0,405.0,0.0,8237.0,20.76,0.0,20.1003
72,21543.0,405.0,0.0,8237.0,20.73,0.0,20.0703
73,21841.0,405.0,0.0,8236.0,20.73,0.0,20.0703
74,22139.0,405.0,0.0,8235.0,20.73,0.0,20.0703
75,22437.0,405.0,0.0,8235.0,20.7,0.0,20.0403
76,22735.0,405.0,0.0,8235.0,20.66,0.0,20.0003
77,23033.0,405.0,0.0,8235.0,20.66,0.0,20.0003
78,23331.0,405.0,0.0,8234.0,20.66,0.0,20.0003
79,23629.0,405.0,0.0,8234.0,20.66,0.0,20.0003
80,23927.0,405.0,0.0,8234.0,20.66,0.0,20.0003
81,24224.0,405.0,0.0,8233.0,20.63,0.0,19.970299999999998
